Name,Cleaned Domain,Phone Number,Address,Keywords
Carpet Cleaning,abrugcleaning.com,3476186470,"10 Hanover Sq, New York, NY, 10005","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Sullivan Cleaners,N/A,2124609786,"150 Sullivan St, New York, NY, 10012","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Janitorial Service']"
Organic carpet cleaning Greens,N/A,3472731611,"415 Grand St, New York, NY, 10002","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Cleaner Steamer,cleaner-steamer.com,2123481258,"400 Lafayette St, New York, NY, 10003","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
"Silk Rug Cleaning New York, NY",N/A,6464656141,"509 Grand St, New York, NY, 10002","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Greenwich Village Upholstery Cleaning,N/A,9176775183,"30 E 9th St, New York, NY, 10003","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Local Organic Rug Care,N/A,8885649778,"135 charles st, New York, NY, 10014","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Wood Finishing']"
Murray Hill Office Maintenance,murrayhillnyc.com,2122541320,"200 Park Ave S, New York, NY, 10003","['Carpet & Rug Cleaners', 'Janitorial Service', 'Floor Waxing, Polishing & Cleaning']"
Carpets Today,carpetstoday.com,8008814385,"881 Broadway, New York, NY, 10003","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
ABC Carpet Co Inc,N/A,2126745448,"38 E 19th St, New York, NY, 10003","['Carpet & Rug Cleaners', 'Floor Materials']"
"Upholstery Steamers New York, NY",N/A,6463280155,"114 7th Ave, New York, NY, 10011","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Evergreen Floors Inc,N/A,2127419722,"33 W 19th St, New York, NY, 10011","['Carpet & Rug Cleaners', 'Flooring Contractors', 'Linoleum Layers']"
Cameo Cleaners,cameocleaners.com,2126773949,"284 3rd Ave Frnt A, New York, NY, 10010","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Drapery & Curtain Cleaners']"
New York organic carpet & rugs Cleaner LLC,steamexpressny.com,6463899508,"75 9th Ave, New York, NY, 10011","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Vila Ventures,N/A,2122427381,"162 5th Ave, New York, NY, 10010","['Carpet & Rug Cleaners', 'Flood Control Equipment']"
Manhattan Carpet Cleaner,manhattancarpetcleaner.com,2123801657,"364 W 18th St, New York, NY, 10011","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Flood M D,N/A,2122285715,"174 5th Ave, New York, NY, 10010","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
All State Carpet Co,carpetstoday.com,2122529516,"140 W 22nd St, New York, NY, 10011","['Carpet & Rug Cleaners', 'Floor Materials', 'Carpet & Rug Dealers']"
NYC maid service,host404.hostmonster.com,2128718887,"303 Park Ave S, New York, NY, 10010","['Carpet & Rug Cleaners', 'House Cleaning', 'Building Cleaners-Interior']"
Mattress & Rug Cleaners NYC,N/A,3472306705,"447 W 18th St, New York, NY, 10011","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Top Line Furniture Cleaning,N/A,2126612860,"349 3rd Ave, New York, NY, 10010","['Carpet & Rug Cleaners', 'Furniture Cleaning & Fabric Protection', 'Furniture Stores']"
Barter House Inc,worldscreen.com,9174633076,"1123 Broadway, New York, NY, 10010","['Carpet & Rug Cleaners', 'House Cleaning', 'Building Cleaners-Interior']"
"Sofa Cleaners New York, NY",N/A,8887832241,"422 W 23rd St, New York, NY, 10011","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
PureGreen Carpet & Upholstery Cleaning,puregreencarpetcleaning.com,7183746719,"244 5th Ave Fl 1830, New York, NY, 10001","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Cleaning Contractors']"
Carr Management Co Inc,N/A,2122522937,"244 5th Ave, New York, NY, 10001","['Carpet & Rug Cleaners', 'Building Cleaners-Interior', 'Janitorial Service']"
Tristate Contracting,N/A,2127253223,"485 1st Ave, New York, NY, 10016","['Carpet & Rug Cleaners', 'General Contractors']"
Kandi's Rug,N/A,2127257001,"2 E 30th St Frnt 1, New York, NY, 10016","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Carpet & Rug Repair']"
Im International of New York,iminternational.com,2126896141,"281 5th Ave, New York, NY, 10016","['Carpet & Rug Cleaners', 'Janitorial Service', 'Fire & Water Damage Restoration']"
Creative Home Ideas,ymfinc.com,2122138764,"295 5th Ave Suite 1602, New York, NY, 10016","['Carpet & Rug Cleaners', 'General Contractors', 'Floor Materials']"
Shirvan Rug Inc,jbprince.com,2124815790,"36 E 31st St, New York, NY, 10016","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Carpet & Rug Repair']"
Carpets Today,carpetstoday.com,8008814385,"36 E 31st St Rm 703, New York, NY, 10016","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
EDWARD BARSAMIAN ORIENTAL RUGS,rugmagic.com,2126896273,"36 East 31 Street, Ninth Floor, New York, NY, 10016","['Carpet & Rug Cleaners', 'Carpet & Rug Dyers', 'Carpet & Rug Inspection Service']"
Ahad Oriental,ahadorientalrug.wordpress.com,2126854089,"39 E 31st St, New York, NY, 10016","['Carpet & Rug Cleaners', 'Rugs', 'Carpet & Rug Dealers']"
ABC Carpet Cleaning Inc,N/A,2125644132,"370 8th Ave, New York, NY, 10001","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Rug Wash Inc,rugwash.com,2122132393,"36 W 31st St, New York, NY, 10001","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Water Damage Restoration']"
M L A Oriental Rugs,N/A,2126795732,"303 5th Ave Rm 1014, New York, NY, 10016","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
A Lavaie Rug Repair,N/A,2126843262,"44 E 32nd St, New York, NY, 10016","['Carpet & Rug Cleaners', 'Carpet & Rug Repair']"
NYC Carpet Cleaning Service,N/A,3473901082,"247 E 33rd St, New York, NY, 10016","['Carpet & Rug Cleaners', 'Air Duct Cleaning']"
Creatively Works - NYC Office & House Cleaning,creativegood.com,6463768728,"601 W 26th St Rm 1260, New York, NY, 10001","['Carpet & Rug Cleaners', 'Janitorial Service', 'Industrial Cleaning']"
Carpet Cleaners New York,N/A,8772670122,"10 Park Ave, New York, NY, 10016","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Clean Bright Process Co,cleantech-newyork.com,2122836400,"350 5th Ave, New York, NY, 10118","['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Water Damage Restoration']"
Mint Green Cleaning,mintgreencleaning.com,2122958085,"31 W 34th St, New York, NY, 10001","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Floor Waxing, Polishing & Cleaning']"
Manhattan Carpet,manhattancarpet.co,2128102183,"546 W 29th St, New York, NY, 10001","['Carpet & Rug Cleaners', 'Floor Materials', 'Carpet & Rug Cleaners-Water Extraction']"
Europa Commercial Cleaning Services,europacleaning.com,9176646400,"236 E 36th St, New York, NY, 10016","['Carpet & Rug Cleaners', 'Janitorial Service', 'Cleaning Contractors']"
A B C Carpet Cleaners Inc,mintgreencleaning.com,2126954222,"51 W 35th St, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
CustomaiD,customaid.com,6467234537,"404 5th Ave, new york, NY, 10018","['Carpet & Rug Cleaners', 'House Cleaning', 'Maid & Butler Services']"
Kleanix Facility Services,kleanix.com,3478960376,"470 Fashion Ave Rm 311, New York, NY, 10018","['Carpet & Rug Cleaners', 'Janitorial Service', 'Building Cleaners-Interior']"
Citiclean Carpet Cleaning,citiclean.com,2125953412,"168 E 38th St, New York, NY, 10016","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Carpet Installation']"
House Keeping NYC,N/A,2123801349,"505 8th Ave, New York, NY, 10018","['Carpet & Rug Cleaners', 'House Cleaning', 'Building Cleaners-Interior']"
Revita Rugs,revitarugs.com,2122211867,"1001 Avenue Of The Americas, New York, NY, 10018","['Carpet & Rug Cleaners', 'Rugs', 'Carpet & Rug Repair']"
Cleaning Service Industries,csicleaning.com,2127365200,"1384 Broadway Rm 408, New York, NY, 10018","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Duct Cleaning']"
Mid Town Cleaners,N/A,2126420924,"35 W 38th St, New York, NY, 10018","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Cleaning Contractors']"
ICS Builders Inc,edressme.com,8009182619,"325 W 38th St Rm 1410, New York, NY, 10018","['Carpet & Rug Cleaners', 'General Contractors', 'Building Contractors-Commercial & Industrial']"
Carpets Today,carpetstoday.com,8008814385,"122 E 42nd St Ste 1700, New York, NY, 10168","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Carpet Fashions,N/A,2126831888,"501 5th Ave, New York, NY, 10017","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
New York Maid Svc,folica.com,2122399141,"315 Madison Ave, New York, NY, 10017","['Carpet & Rug Cleaners', 'Maid & Butler Services', 'Industrial Cleaning']"
Perfect Building Maintenance,perfectbuilding.com,2122443434,"1466 Broadway, New York, NY, 10036","['Carpet & Rug Cleaners', 'Building Maintenance', 'Building Cleaners-Interior']"
Carpet Cleaning in Manhattan,carpetcleaninginmanhattan.com,6465420245,"5 E 44th St Apt 5, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
AUI Service,carpetcleaning4less.net,3476921078,"575 5th Ave, New York, NY, 10017","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Carpet & Rug Pads, Linings & Accessories']"
Delta Reliable Maintenance,deltacleaning.com,7186680769,"36 W 47th St, New York, NY, 10036","['Carpet & Rug Cleaners', 'Janitorial Service', 'Building Maintenance']"
Rainbow Cleaning Service,rainbow-nyc.com,3473041301,"453 W 47th St, New York, NY, 10036","['Carpet & Rug Cleaners', 'House Cleaning']"
Christian Brothers Cleaning Co,christianbrotherscleaningcompany.com,2122461129,"617 W 46th St, New York, NY, 10036","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Carpet & Rug Repair']"
Carpets Today,carpetstoday.com,8008814385,"375 Park Ave Ste 1304, New York, NY, 10152","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Emerald Floors,commercialcarpetconnection.com,8887847692,"529 W 48th St, New York, NY, 10036","['Carpet & Rug Cleaners', 'Floor Materials']"
Majik Cleaning Svc Inc,N/A,2125457830,"443 Park Ave, New York, NY, 10022","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Servpro,servprocentralmanhattan.com,2122464148,"1383 Avenue Of The Americas, New York, NY, 10019","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Duct Cleaning']"
Carpet Cleaning Neat,N/A,6462249018,"500 Park Ave, New York, NY, 10022","['Carpet & Rug Cleaners', 'Rugs']"
The Rug Company Limited,therugcompany.com,2126449200,"219 E 59th St, New York, NY, 10022","['Carpet & Rug Cleaners', 'Rugs', 'Floor Materials']"
Central Park Rug Cleaner,N/A,8888218747,"25 Columbus Cir, New York, NY, 10019","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
The Nemati Collection,nematicollection.com,2124866900,"1059 3rd Ave, New York, NY, 10065","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Floor Materials']"
Manhattan Carpet Cleaner,manhattancarpetcleaner.com,2125376146,"20 E 68th St, New York, NY, 10065","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaning Equipment & Supplies']"
"Rug Cleaning New York, NY",N/A,6463862173,"875 5th Ave, New York, NY, 10065","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
George Torpe Inc,georgetorpeinc.com,2127341342,"30 E 71st St, New York, NY, 10021","['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Cleaning Contractors']"
AAA Cleaning New York,N/A,7189548391,"718-954-8391, New york, NY, 10021","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaning Equipment & Supplies', 'Carpet & Rug Repair']"
Dupont Custom Cleaners,N/A,2128771844,"214 Amsterdam Ave, New York, NY, 10023","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Cleaning Contractors']"
Couch Cleaners Upper East Side,N/A,3473680992,"149 E 73rd St, New York, NY, 10021","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Ari's Carpet Cleaning,ariscarpetcleaning.com,7183367500,"174 E 74th St, New York, NY, 10021","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Repair & Refinish']"
L & L Carpet & Furniture Clng Co,duraclean.com,2122884890,"245 E 77th St, New York, NY, 10075","['Carpet & Rug Cleaners', 'Floor Materials', 'Floor Waxing, Polishing & Cleaning']"
West Side Carpet and Upholstery Cleaning,N/A,3477780027,"243 W 74th St, new york, NY, 10023","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Frank's Window Cleaning Co,frankswindowcleaning.com,2122884631,"450 E 81st St, New York, NY, 10028","['Carpet & Rug Cleaners', 'Window Cleaning', 'Janitorial Service']"
Carpets Today,carpetstoday.com,8008814385,"203 W 79th St, New York, NY, 10024","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Green Clean by BK Design Shop,N/A,6469245469,"162 W 80th St Apt B, New York, NY, 10024","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Stewart Window-House Cleaning Service,N/A,2126280532,"327 E 83rd St, New York, NY, 10028","['Carpet & Rug Cleaners', 'House Cleaning', 'Maid & Butler Services']"
Perry Process Cleaners,perryprocess.com,2126288300,"1248 Lexington Ave Frnt 2, New York, NY, 10028","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
All Bright Carpet Cleaning and Cleaning Service,allbrightservices.com,8662470700,"1517 3rd Ave, New York, NY, 10028","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Janitorial Service']"
Purple Rose Carpet Cleaning,N/A,6467132641,"242 E 87th St # 4, New York, NY, 10128","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Fiber Protection Corp,N/A,8665506968,"250 W 85th St Apt 16A, New York, NY, 10024","['Carpet & Rug Cleaners', 'Mold Remediation', 'Water Damage Restoration']"
Duraclean,duracleanna.com,2122898700,"1710 1st Ave, New York, NY, 10128","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Manhattan Carpet Cleaning,manhattan-carpet-cleaning.net,2124101656,"217 W 86th St, New York, NY, 10024","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Guardian Carpet Cleaning,N/A,9174233867,"173 W 95th St, New York, NY, 10025","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaners-Water Extraction']"
Green Fresh Carpet Cleaning,N/A,6467132659,"1810 3rd Ave, New York, NY, 10029","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
AAA Carpet Cleaners Manhattan,N/A,7189548393,"444 Central Park W, New York, NY, 10025","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaning Equipment & Supplies', 'Carpet & Rug Repair']"
Central Rug and Carpet Cleanin,N/A,7183608860,"2753 Broadway, New York, NY, 10025","['Carpet & Rug Cleaners', 'Cleaning Contractors']"
Carpets Today,carpetstoday.com,8008814385,"936 Amsterdam Ave, New York, NY, 10025","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Big Apple Restoration Corp.,N/A,8446320999,"210 W 107th St, New York, NY, 10025","['Carpet & Rug Cleaners', 'Mold Remediation', 'Cleaning Contractors']"
Green Choice Carpet of  Manhattan,greenchoicecarpet-manhattan-local.com,2123591687,"127 W 116th St # 215, New York, NY, 10026","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
A Touch of Sass,atouchofsass.com,2124109424,"34 W 119th St, New York, NY, 10026","['Carpet & Rug Cleaners', 'House Cleaning', 'Maid & Butler Services']"
Cleantex Process Co Furniture Cleaners,cleantexny.com,2122811300,"2335 12th Ave, New York, NY, 10027","['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Furniture Cleaning & Fabric Protection']"
Carpets Today,carpetstoday.com,7185848840,"3599 Broadway, New York, NY, 10031","['Carpet & Rug Cleaners', 'Carpet & Rug Distributors & Manufacturers', 'Floor Materials']"
Carpets Today,carpetstoday.com,8008814385,"4126 Broadway, New York, NY, 10033","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Paul Davis Restoration,N/A,2127406611,"2 Pinehurst Ave Apt A8, New York, NY, 10033","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Altering & Remodeling Contractors']"
Clear Look Cleaning Services,clearlookcleaning.com,2128661655,"New York, NY, 10026","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Building Cleaners-Interior']"
Tri-State Rug & Carpet Experts,N/A,8008344544,"New York, NY, 10012","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Water Damage Restoration']"
"Carpet Cleaning,  Water Damage Cleaning",N/A,6462256594,"New York, NY, 10038","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Water Damage Emergency Service']"
"Carpet Cleaning,  Mattress Cleaning",N/A,6462256594,"New York, NY, 10004","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
ABC Rug Carpet & Upholstery Cleaning,abcrug.net,8773378692,"New York, NY, 10035","['Carpet & Rug Cleaners', 'Building Cleaning-Exterior', 'Mold Remediation']"
Flood Damage Repair inc.,N/A,8554567788,"New York, NY, 10022","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Water Damage Restoration']"
Clean Spaces Unlimited,N/A,8886349044,"New York, NY, 10001","['Carpet & Rug Cleaners', 'Janitorial Service', 'Cleaning Contractors']"
Manhattan Rug Cleaner,manhattanrugcleaner.com,2123273039,"New York, NY, 10028","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Carpet & Rug Repair']"
"New York Carpet Cleaning, Inc.",newyorkcarpetcleaning.com,2123005744,"244 5th Ave Fl 2120, New York, NY, 10001","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Tile-Cleaning, Refinishing & Sealing']"
SoHo Rug Cleaning,sohorugcleaners.us,7185096934,"95 Greene St, New York, NY, 10012","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
AB Rug Cleaning,abrugcleaning.com,2122555525,"New York, NY, 10005","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
Oriental Rug Cleaning SoHo,N/A,6464655024,"240 Mercer St, New York, NY, 10012","['Carpet & Rug Cleaners', 'Rugs', 'Water Damage Restoration']"
New York Carpet & Area Rug Cleaners,N/A,3474225073,"525 8th Ave, New York, NY, 10018","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
5th Ave Carpet Cleaning,N/A,8888064793,"271 5th Ave, New York, NY, 10016","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Carpet Cleaners | Steamers Express,N/A,3474165205,"508 3rd Ave, New York, NY, 10016","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Payless Carpet Cleaning,N/A,8888246978,"36 W 36th St, New York, NY, 10018","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Cleaning Contractors']"
Lincoln Square Oriental Rug Cleaner,N/A,3478098064,"160 W 71st St, New York, NY, 10023","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
NY Empire Carpet & Flooring,N/A,8884947704,"77 W 77th St, New York, NY, 10024","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Carpet Installation']"
Flat Rate Carpet,flatratecarpet.com,2127779277,"110 W 18th St, New York, NY, 10011","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
Fire Damage Cleanup Service Pros,N/A,6465833847,"555 7th Ave, New York, NY, 10018","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Water Damage Restoration']"
Fire & Smoke Damage Restoration Service,N/A,6465833826,"690 10th Ave, New York, NY, 10019","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Water Damage Restoration']"
A Expert Carpet & Upholstery Cleaning,expertcarpetandupholsteryclean.com,9173349808,"30 E 95th St, New York, NY, 10128","['Carpet & Rug Cleaners', 'Commercial & Industrial Steam Cleaning', 'Cleaning Systems-Pressure, Chemical, Etc']"
SoHo Sofa Cleaners,N/A,3473681224,"116 Hudson St, New York, NY, 10013","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Water Damage Emergency Service']"
Downtown Carpet Cleaning Service,N/A,3476741573,"471 Broadway Apt 1236, New York, NY, 10013","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Sino Carpet & Tile Inc,manhattan.floorstogo.com,2123345046,"167 Bowery, New York, NY, 10002","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
SoHo Carpet Cleaning,N/A,8885742457,"95 Greene St, New York, NY, 10012","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Delancey Carpet Cleaners,N/A,3474705628,"80 Delancey St Apt 901, New York, NY, 10002","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
WestSide Carpet Cleaning Service,N/A,3477090408,"482 W Broadway Apt 1210, New York, NY, 10012","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
New York City Carpet Cleaning,luxurycarpetny.com,3474709215,"145 2nd Ave Apt 1231, New York, NY, 10003","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
ServiceMaster Restoration Services,servicemasterclean.com,7323911341,"625 E 14th St, New York, NY, 10009","['Carpet & Rug Cleaners', 'Building Cleaners-Interior', 'Building Maintenance']"
Third Avenue Carpet Cleaning Service,steampronyc.com,3476202578,"296 3rd Ave Ste 296, New York, NY, 10010","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Maid Services NYC,maidservicesnyc.com,6466527439,"149 E 23rd St, New York, NY, 10010","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Construction Site-Clean-Up']"
High Line Carpet Cleaning,N/A,3478714514,"14 W 23rd St Ste 907, New York, NY, 10010","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
New York Carpet Cleaning,new-york-carpet-cleaning.com,7186903520,"217 7th Ave, New York, NY, 10011","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
NY Carpet Cleaning,N/A,3478713852,"229 7th Ave Ste 1228, New York, NY, 10011","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
NY Carpet Cleaning Service,newyorkcarpetcleaning.com,3476742216,"261 5th Ave Rm 9035, New York, NY, 10016","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Around-the- Corner Carpet Cleaning Service,N/A,3476742045,"585 2nd Ave Ste 9033, New York, NY, 10016","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Fifth Avenue Carpet Cleaners,N/A,3474705341,"334 5th Ave Ste 9037, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Avenue Carpet Cleaning Service,N/A,3476741860,"90 Park Ave Fl 9014, New York, NY, 10016","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Allied Cleaning Service,alliedcleaningservices.com,3479336261,"280 Madison Ave Rm 710, New York, NY, 10016","['Carpet & Rug Cleaners', 'Building Cleaners-Interior', 'Janitorial Service']"
New York Carpet & Rug Cleaners,royalcarpetandrugcleaning.com,3474709751,"125 Park Ave Rm 1222, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Midtown Mobile Carpet Cleaning,N/A,3476743159,"757 3rd Ave Ste 9011, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Carpet & Rug Cleaners,N/A,3474709185,"280 Park Ave Rm 1204, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
NYC Local Carpet Cleaners,N/A,3477094575,"655 Lexington Ave Ste 902, New York, NY, 10022","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
New York Local Carpet Cleaners,N/A,3476749064,"120 W 56th St Ste 1205, New York, NY, 10019","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
NYC Local Carpet Cleaners,N/A,3477090863,"116 E 57th St Fl 1195, New York, NY, 10022","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
NYC Local Carpet Cleaners,N/A,3476747031,"322 W 57th St Apt 812, New York, NY, 10019","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
New York Local Carpet Cleaners,N/A,3477090568,"1102 1st Ave Ste 9002, New York, NY, 10065","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
New York Local Carpet Cleaners,N/A,3476749678,"4 Columbus Cir Fl 904, New York, NY, 10019","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
"Maid For You New York, Inc.",N/A,8006145479,"217 E 70th St, New York, NY, 10021","['Carpet & Rug Cleaners', 'Janitorial Service', 'Maid & Butler Services']"
First  Carpet Cleaners,N/A,3476749752,"1445 1st Ave Ste 514, New York, NY, 10021","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
EastSide Carpet Cleaners,N/A,3477090430,"1449 2nd Ave Ste 818, New York, NY, 10021","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Cohen Carpet & Upholstery Cleaning Specialists,cohencarpetupholsterycleaningny.com,2126636902,"2472 Broadway, New York, NY, 10025","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Repair & Refinish']"
Karl's Cleaning and Floor Service,N/A,2124919589,"511 W 143rd St Apt 1, New York, NY, 10031","['Carpet & Rug Cleaners', 'Floor Waxing, Polishing & Cleaning', 'Flooring Contractors']"
Oriental Rug Cleaners service New York,N/A,3474262133,"298 Church St, New York, NY, 10013","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Water Damage Emergency Service']"
Interface Inc,47center.com,2126868284,"568 Broadway, New York, NY, 10012","['Carpet & Rug Cleaners', 'Flooring Contractors']"
New York Oriental Rug Cleaning,local-steamers.info,6463159677,"235 E 14th St, New York, NY, 10003","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Upholstery Cleaners New York,N/A,3474262684,"148 E 19th St, New York, NY, 10003","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
